Timestamp,Admit Status,Ethnicity/Race ,"Are you a historically Underrepresented Ethnic Minority (URM)? [i.e. Black/African-American, Latinx/Chicanx, Filipinx, Native American/Indigenous, or Pacific Islander/Native Hawaiian]",Do you identify with being differently-abled or as a Disabled Student Program (DSP) student?,Gender,Sexual Orientation,"Do you identify as a historically underrepresented gender or sexuality [i.e. Cisgender Woman, Gender Queer, Gender Non-Conforming, Non-Binary, Transgender Man, Transgender Woman, Asexual, Androphilia, BI-Curious, Bisual, Gray Asexualtiy, Gynephilia, Homosexual, Non-Heterosexual, Pansexual, Polysexual, Queer, Etc.]",Current Year ,What Are You Majoring in?,How Many Majors Are You Planning?,How Many Minors Are You Planning?,Socioeconomic Class,Club/Student Organization Involvement,Club Participation per Week,"When Joining Clubs/Student Organizations, Did You Have Any Knowledge in the Clubs'/Student Organizations' Subject Matter?",How Would You Rate the Climate of Clubs/Student Organizations at BERKELEY?,How Would You Rate the Climate of Clubs/Student Organizations YOU ARE IN?,How Would You Rate the Inclusiveness of Clubs/Student Organizations at BERKELEY? ,How Would You Rate the Inclusiveness of the Clubs/Student Organizations that YOU ARE IN? ,Do You Feel Welcome at Berkeley?,Do You Feel as if You Are Part of the Berkeley Community?,Do You Feel as if You Are Part of the Berkeley Engineering Community?,Do You Feel Safe at Berkeley?
4/4/2020 14:45:58,Spring Admit - Freshmen,East Asian,No,No,Cisgender Woman,Gray Asexual,Decline to say,Sophmore (Undergraduate),Computer Science,Single Major,No Minors,"New Money ($150,000 to $199,999)",1 - 2 Club(s)/Student Organization(s),4 - 5 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),3,3,2,3,2,3,3,4
4/4/2020 15:01:43,Fall Admit - Freshmen,South Asian,No,No,Cisgender Man,Decline to say,Decline to say,Sophmore (Undergraduate),"Computer Science, Mathematics",Double Major,No Minors,"Middle Class ($99,000 to $149,999)",1 - 2 Club(s)/Student Organization(s),7 - 8 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),4,5,4,5,4,5,4,4
4/4/2020 16:00:12,Spring Admit - Freshmen,White/Caucasian,No,No,Cisgender Man,Bisexual,No,Freshman (Undergraduate),"Computer Science, Mathematics",Double Major,One Minor,"Upper Class (>$200,000)",1 - 2 Club(s)/Student Organization(s),4 - 5 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),3,4,5,5,4,4,4,5
4/4/2020 16:05:12,Fall Admit - Freshmen,South-East Asian,No,No,Male,Heterosexual,No,Sophmore (Undergraduate),Computer Science,Single Major,No Minors,Decline to say,1 - 2 Club(s)/Student Organization(s),More Than 8 Hours,,,,,,,,,
4/4/2020 16:11:25,Fall Admit - Freshmen,East Asian,No,No,Cisgender Woman,Heterosexual,No,Sophmore (Undergraduate),Computer Science,Single Major,No Minors,"Working Class ($45,000 to $98,999)",1 - 2 Club(s)/Student Organization(s),2 - 3 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),1,5,3,5,4,4,4,4
4/4/2020 16:17:05,Fall Admit - Freshmen,South Asian,No,Yes,Cisgender Woman,Decline to say,Decline to say,Sophmore (Undergraduate),Computer Science,Single Major,No Minors,"New Money ($150,000 to $199,999)",3 - 4 Clubs/Student Organizations,4 - 5 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),3,5,2,4,5,5,4,4
4/4/2020 17:32:45,Fall Admit - Freshmen,East Asian,No,Decline to say,Non-Binary,Asexual,Yes,Sophmore (Undergraduate),Computer Science,Double Major,No Minors,Decline to say,1 - 2 Club(s)/Student Organization(s),1 - 2 Hours,,,,3,,3,3,3,3
4/4/2020 17:48:35,Fall Admit - Transfer/ReEntry,East Asian,No,No,Gender Queer,Heterosexual,No,Sophmore (Undergraduate),"Computer Science, Physics",Double Major,One Minor,"Upper Class (>$200,000)",1 - 2 Club(s)/Student Organization(s),1 - 2 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),2,4,1,4,4,1,1,4
4/4/2020 19:45:54,Fall Admit - Freshmen,East Asian,No,No,Cisgender Man,Heterosexual,No,Sophmore (Undergraduate),"Computer Science, Mathematics",Double Major,No Minors,"New Money ($150,000 to $199,999)",1 - 2 Club(s)/Student Organization(s),Less Than 1 Hour,I Had Some Knowledge of the Subject Matter. (16 - 50%),4,5,2,5,5,5,5,5
4/4/2020 20:45:47,Fall Admit - Freshmen,East Asian,No,No,Cisgender Man,Heterosexual,No,Sophmore (Undergraduate),"Computer Science, Linguistics",Double Major,One Minor,"Middle Class ($99,000 to $149,999)",1 - 2 Club(s)/Student Organization(s),2 - 3 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),2,3,3,4,4,3,2,2
4/4/2020 21:48:35,Fall Admit - Transfer/ReEntry,East Asian,No,No,Cisgender Man,Heterosexual,No,Junior (Undergraduate),"Cognitive Science, Data Science",Double Major,No Minors,"Working Poor ($20,000 to $44,999)",1 - 2 Club(s)/Student Organization(s),3 - 4 Hours,,,,,,,,,
4/4/2020 23:59:27,Fall Admit - Freshmen,East Asian,No,No,Cisgender Man,Heterosexual,No,Sophmore (Undergraduate),Computer Science,Single Major,One Minor,Decline to say,3 - 4 Clubs/Student Organizations,7 - 8 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),4,4,4,4,4,4,3,4
4/5/2020 0:01:27,Fall Admit - Freshmen,South-East Asian,No,No,Cisgender Man,Heterosexual,No,Sophmore (Undergraduate),"Computer Science, Molecular and Cellular Biology",Double Major,No Minors,"Middle Class ($99,000 to $149,999)",More Than 4 Clubs/Student Organizations,More Than 8 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),1,4,2,3,5,5,1,3
4/5/2020 8:56:34,Fall Admit - Freshmen,South-East Asian,No,No,Non-Binary,Homosexual,No,Freshman (Undergraduate),"Bioengineering, Electrical Engineering and Computer Science",Double Major,No Minors,"Middle Class ($99,000 to $149,999)",1 - 2 Club(s)/Student Organization(s),1 - 2 Hours,,,,,,,,,
4/5/2020 11:04:40,Fall Admit - Freshmen,East Asian,No,No,Cisgender Woman,Heterosexual,No,Junior (Undergraduate),Civil and Environmental Engineering,Single Major,One Minor,Decline to say,1 - 2 Club(s)/Student Organization(s),More Than 8 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),2,5,2,5,4,3,2,3
4/5/2020 12:59:09,Fall Admit - Freshmen,South Asian,No,No,Cisgender Man,Heterosexual,No,Sophmore (Undergraduate),Computer Science,Double Major,No Minors,"Upper Class (>$200,000)",3 - 4 Clubs/Student Organizations,4 - 5 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),3,4,2,4,4,4,4,4
4/5/2020 13:08:42,Fall Admit - Freshmen,"Latinx/Chicanx, White/Caucasian",Yes,Yes,Cisgender Man,Heterosexual,No,Sophmore (Undergraduate),Computer Science,Single Major,One Minor,"New Money ($150,000 to $199,999)",1 - 2 Club(s)/Student Organization(s),More Than 8 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),2,5,2,4,4,4,3,4
4/5/2020 14:12:37,Fall Admit - Freshmen,East Asian,No,No,Cisgender Man,Heterosexual,No,Sophmore (Undergraduate),Computer Science,Double Major,No Minors,"New Money ($150,000 to $199,999)",3 - 4 Clubs/Student Organizations,More Than 8 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),3,4,4,5,4,4,4,3
4/5/2020 17:23:15,Fall Admit - Freshmen,East Asian,No,Decline to say,Cisgender Woman,Heterosexual,Yes,Freshman (Undergraduate),Mechanical Engineering,Double Major,No Minors,Decline to say,No Clubs/Student Organizations,0 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),,,,,4,4,4,4
4/5/2020 17:25:17,Fall Admit - Freshmen,East Asian,No,No,Cisgender Woman,Asexual,Yes,Freshman (Undergraduate),Mechanical Engineering,Single Major,One Minor,"Middle Class ($99,000 to $149,999)",1 - 2 Club(s)/Student Organization(s),More Than 8 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),4,5,2,5,5,4,4,4
4/5/2020 18:15:39,Fall Admit - Freshmen,East Asian,No,No,Cisgender Man,Heterosexual,No,Sophmore (Undergraduate),"Computer Science, Mathematics",Double Major,No Minors,Decline to say,1 - 2 Club(s)/Student Organization(s),Less Than 1 Hour,I Had Some Knowledge of the Subject Matter. (16 - 50%),4,5,3,5,5,5,5,5
4/5/2020 18:29:00,Fall Admit - Freshmen,East Asian,No,No,Cisgender Man,Heterosexual,No,Junior (Undergraduate),Mechanical Engineering,Single Major,No Minors,"Middle Class ($99,000 to $149,999)",1 - 2 Club(s)/Student Organization(s),2 - 3 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),4,5,4,5,5,5,5,5
4/5/2020 18:29:07,Fall Admit - Freshmen,South-East Asian,No,No,Cisgender Man,Heterosexual,No,Junior (Undergraduate),Environmental Economics,Single Major,No Minors,"Working Poor ($20,000 to $44,999)",1 - 2 Club(s)/Student Organization(s),1 - 2 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),3,5,4,5,5,5,5,5
4/5/2020 18:40:19,Fall Admit - Freshmen,East Asian,No,No,Cisgender Woman,Heterosexual,Yes,Sophmore (Undergraduate),Computer Science,Single Major,No Minors,"Middle Class ($99,000 to $149,999)",1 - 2 Club(s)/Student Organization(s),3 - 4 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),4,5,4,4,4,4,5,4
4/5/2020 19:56:21,Fall Admit - Freshmen,East Asian,No,No,Cisgender Woman,Homosexual,Yes,Freshman (Undergraduate),Computer Science,Single Major,No Minors,"New Money ($150,000 to $199,999)",1 - 2 Club(s)/Student Organization(s),6 - 7 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),3,5,2,5,4,4,5,4
4/5/2020 20:03:30,Fall Admit - Freshmen,East Asian,No,No,Cisgender Woman,Heterosexual,No,Freshman (Undergraduate),"Computer Science, Mathematics",Double Major,No Minors,Decline to say,1 - 2 Club(s)/Student Organization(s),3 - 4 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),4,5,3,5,4,4,4,3
4/5/2020 20:53:15,Fall Admit - Freshmen,White/Caucasian,No,No,Cisgender Man,Homosexual,Yes,Sophmore (Undergraduate),Computer Science,Single Major,One Minor,"New Money ($150,000 to $199,999)",1 - 2 Club(s)/Student Organization(s),More Than 8 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),4,5,4,5,5,4,3,5
4/5/2020 21:07:57,Fall Admit - Freshmen,East Asian,No,No,Cisgender Woman,Decline to say,Decline to say,Sophmore (Undergraduate),Data Science,Single Major,One Minor,"Middle Class ($99,000 to $149,999)",3 - 4 Clubs/Student Organizations,7 - 8 Hours,"No, I Didn't Know Any of the Subject Matter. (0-15%)",3,4,2,4,3,3,1,2
4/5/2020 21:26:06,Fall Admit - Transfer/ReEntry,South Asian,No,No,Cisgender Man,Heterosexual,No,Senior (Undergraduate),Computer Science,Single Major,No Minors,"Working Class ($45,000 to $98,999)",1 - 2 Club(s)/Student Organization(s),Less Than 1 Hour,,5,5,5,5,5,5,5,5
4/5/2020 21:32:52,Fall Admit - Freshmen,White/Caucasian,No,No,Cisgender Woman,Heterosexual,Yes,Senior (Undergraduate),Computer Science,Double Major,No Minors,"Upper Class (>$200,000)",3 - 4 Clubs/Student Organizations,4 - 5 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),2,3,2,2,3,4,2,2
4/5/2020 21:37:19,Fall Admit - Freshmen,East Asian,Yes,No,Cisgender Woman,Heterosexual,Yes,Freshman (Undergraduate),Electrical Engineering and Computer Science,Single Major,No Minors,"Middle Class ($99,000 to $149,999)",1 - 2 Club(s)/Student Organization(s),5 - 6 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),3,5,3,5,5,5,5,3
4/6/2020 7:56:07,Fall Admit - Freshmen,East Asian,No,No,Cisgender Woman,Heterosexual,No,Freshman (Undergraduate),Bioengineering,Single Major,One Minor,"Working Poor ($20,000 to $44,999)",1 - 2 Club(s)/Student Organization(s),4 - 5 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),4,5,4,5,4,4,4,4
4/6/2020 9:37:17,Fall Admit - Freshmen,White/Caucasian,No,No,Male,Heterosexual,No,Freshman (Undergraduate),Mechanical Engineering,Single Major,One Minor,"Upper Class (>$200,000)",3 - 4 Clubs/Student Organizations,3 - 4 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),3,5,4,5,5,5,5,5
4/6/2020 9:43:04,Fall Admit - Freshmen,East Asian,No,No,Cisgender Man,Heterosexual,No,Freshman (Undergraduate),Mechanical Engineering,Single Major,No Minors,"Upper Class (>$200,000)",1 - 2 Club(s)/Student Organization(s),4 - 5 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),3,4,2,4,4,4,4,4
4/6/2020 9:52:17,Fall Admit - Freshmen,White/Caucasian,No,Decline to say,Cisgender Woman,Heterosexual,Yes,Junior (Undergraduate),"Computer Science, Linguistics",Double Major,No Minors,"Working Class ($45,000 to $98,999)",1 - 2 Club(s)/Student Organization(s),4 - 5 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),3,4,2,3,4,4,2,5
4/6/2020 10:05:36,Fall Admit - Freshmen,White/Caucasian,No,No,Cisgender Woman,Bisexual,Yes,Sophmore (Undergraduate),Materials Science and Engineering,Single Major,No Minors,"Middle Class ($99,000 to $149,999)",3 - 4 Clubs/Student Organizations,4 - 5 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),4,5,3,5,5,5,4,4
4/6/2020 10:16:18,Fall Admit - Freshmen,South-East Asian,Yes,No,Non-Binary,Heterosexual,No,Junior (Undergraduate),Civil and Environmental Engineering,Single Major,No Minors,"Working Class ($45,000 to $98,999)",3 - 4 Clubs/Student Organizations,7 - 8 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),4,5,4,4,5,5,5,4
4/6/2020 10:34:20,Fall Admit - Freshmen,East Asian,No,No,Cisgender Woman,Heterosexual,Yes,Freshman (Undergraduate),Molecular and Cellular Biology,Single Major,One Minor,"New Money ($150,000 to $199,999)",1 - 2 Club(s)/Student Organization(s),More Than 8 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),4,5,4,5,5,4,2,3
4/6/2020 10:54:53,Fall Admit - Freshmen,White/Caucasian,No,No,Cisgender Woman,Bisexual,Yes,Freshman (Undergraduate),Physics,Single Major,One Minor,"Working Class ($45,000 to $98,999)",1 - 2 Club(s)/Student Organization(s),2 - 3 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),4,5,4,4,4,4,2,4
4/6/2020 11:04:00,Fall Admit - Freshmen,"East Asian, White/Caucasian",No,No,Cisgender Woman,Heterosexual,Yes,Freshman (Undergraduate),Mechanical Engineering,Single Major,No Minors,"New Money ($150,000 to $199,999)",3 - 4 Clubs/Student Organizations,More Than 8 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),5,4,5,5,5,5,5,4
4/6/2020 11:50:48,Fall Admit - Freshmen,"East Asian, South-East Asian",No,No,Cisgender Man,Queer,Yes,Junior (Undergraduate),"Computer Science, Mathematics",Double Major,No Minors,"Working Class ($45,000 to $98,999)",3 - 4 Clubs/Student Organizations,3 - 4 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),5,5,5,4,5,5,1,4
4/6/2020 12:32:58,Fall Admit - Freshmen,South Asian,No,No,Gender Queer,Bisexual,Yes,Senior (Undergraduate),Energy Engineering,Single Major,One Minor,"Upper Class (>$200,000)",3 - 4 Clubs/Student Organizations,Less Than 1 Hour,I Had Some Knowledge of the Subject Matter. (16 - 50%),2,3,2,2,4,4,4,5
4/6/2020 12:59:43,Fall Admit - Freshmen,Latinx/Chicanx,Yes,No,Non-Binary,Bisexual,Yes,Senior (Undergraduate),Civil and Environmental Engineering,Single Major,No Minors,"Working Class ($45,000 to $98,999)",1 - 2 Club(s)/Student Organization(s),4 - 5 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),4,4,4,4,4,5,5,4
4/6/2020 13:13:55,Fall Admit - Freshmen,East Asian,No,No,Decline to say,Heterosexual,No,Senior (Undergraduate),Civil and Environmental Engineering,Single Major,No Minors,"New Money ($150,000 to $199,999)",1 - 2 Club(s)/Student Organization(s),4 - 5 Hours,"No, I Didn't Know Any of the Subject Matter. (0-15%)",4,5,3,5,4,4,5,4
4/6/2020 13:16:20,Fall Admit - Transfer/ReEntry,East Asian,No,No,Gender Queer,Queer,No,Senior (Undergraduate),Civil and Environmental Engineering,Single Major,No Minors,"Poverty Level (<$20,000)",No Clubs/Student Organizations,0 Hours,"No, I Didn't Know Any of the Subject Matter. (0-15%)",3,3,3,3,1,1,2,1
4/6/2020 13:18:50,Fall Admit - Freshmen,South-East Asian,No,No,Cisgender Man,Heterosexual,No,Freshman (Undergraduate),Civil and Environmental Engineering,Single Major,One Minor,"Middle Class ($99,000 to $149,999)",1 - 2 Club(s)/Student Organization(s),3 - 4 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),4,5,4,5,5,5,5,4
4/6/2020 13:21:50,Fall Admit - Freshmen,East Asian,No,No,Cisgender Woman,Heterosexual,No,Freshman (Undergraduate),Civil and Environmental Engineering,Single Major,One Minor,"Middle Class ($99,000 to $149,999)",1 - 2 Club(s)/Student Organization(s),6 - 7 Hours,"No, I Didn't Know Any of the Subject Matter. (0-15%)",4,5,4,5,5,5,3,5
4/6/2020 13:22:58,Fall Admit - Freshmen,Latinx/Chicanx,Yes,Yes,Cisgender Woman,Heterosexual,No,Junior (Undergraduate),Civil and Environmental Engineering,Single Major,No Minors,"Working Poor ($20,000 to $44,999)",1 - 2 Club(s)/Student Organization(s),4 - 5 Hours,"No, I Didn't Know Any of the Subject Matter. (0-15%)",4,4,3,4,4,3,3,4
4/6/2020 13:27:23,Fall Admit - Freshmen,White/Caucasian,No,Decline to say,Cisgender Man,Homosexual,Yes,Sophmore (Undergraduate),Civil and Environmental Engineering,Single Major,No Minors,"Middle Class ($99,000 to $149,999)",3 - 4 Clubs/Student Organizations,4 - 5 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),4,5,5,5,4,4,3,5
4/6/2020 13:32:16,Fall Admit - Freshmen,White/Caucasian,No,No,Cisgender Man,Heterosexual,No,Junior (Undergraduate),Civil and Environmental Engineering,Single Major,No Minors,"Upper Class (>$200,000)",1 - 2 Club(s)/Student Organization(s),3 - 4 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),4,5,4,5,5,5,5,5
4/6/2020 13:32:35,Fall Admit - Freshmen,East Asian,No,No,Cisgender Man,Heterosexual,No,Sophmore (Undergraduate),Civil and Environmental Engineering,Single Major,No Minors,"New Money ($150,000 to $199,999)",1 - 2 Club(s)/Student Organization(s),4 - 5 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),4,5,4,5,5,5,5,3
4/6/2020 13:47:53,Fall Admit - Freshmen,East Asian,No,No,Cisgender Woman,Heterosexual,Yes,Junior (Undergraduate),Civil and Environmental Engineering,Single Major,No Minors,"Middle Class ($99,000 to $149,999)",1 - 2 Club(s)/Student Organization(s),5 - 6 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),3,4,3,5,4,3,4,2
4/6/2020 13:51:05,Fall Admit - Freshmen,South-East Asian,No,No,Cisgender Woman,Bisexual,Yes,Senior (Undergraduate),Civil and Environmental Engineering,Double Major,One Minor,Decline to say,1 - 2 Club(s)/Student Organization(s),3 - 4 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),3,4,3,3,5,5,5,4
4/6/2020 14:10:55,Fall Admit - Freshmen,White/Caucasian,No,No,Cisgender Woman,Heterosexual,Yes,Senior (Undergraduate),Civil and Environmental Engineering,Single Major,No Minors,"New Money ($150,000 to $199,999)",More Than 4 Clubs/Student Organizations,5 - 6 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),5,5,4,5,5,5,5,5
4/6/2020 14:17:16,Fall Admit - Freshmen,Latinx/Chicanx,Yes,No,Cisgender Man,Heterosexual,No,Freshman (Undergraduate),Civil and Environmental Engineering,Single Major,One Minor,"Working Class ($45,000 to $98,999)",1 - 2 Club(s)/Student Organization(s),4 - 5 Hours,"No, I Didn't Know Any of the Subject Matter. (0-15%)",5,5,5,5,5,5,5,5
4/6/2020 14:17:45,Fall Admit - Freshmen,East Asian,No,No,Cisgender Woman,Heterosexual,Yes,Junior (Undergraduate),Civil and Environmental Engineering,Single Major,One Minor,"New Money ($150,000 to $199,999)",3 - 4 Clubs/Student Organizations,4 - 5 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),4,5,3,5,4,4,4,3
4/6/2020 14:27:02,Fall Admit - Freshmen,Latinx/Chicanx,Yes,No,Decline to say,Heterosexual,No,Freshman (Undergraduate),Civil and Environmental Engineering,Single Major,No Minors,"Working Class ($45,000 to $98,999)",1 - 2 Club(s)/Student Organization(s),1 - 2 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),3,3,3,4,3,3,3,3
4/6/2020 14:29:38,Fall Admit - Freshmen,Middle Eastern/North African,No,No,Decline to say,Heterosexual,No,Freshman (Undergraduate),Nuclear Engineering,Single Major,No Minors,"Working Class ($45,000 to $98,999)",3 - 4 Clubs/Student Organizations,6 - 7 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),3,5,5,5,4,4,4,4
4/6/2020 14:30:33,Fall Admit - Freshmen,Decline to say,Decline to say,No,Decline to say,Decline to say,Decline to say,Sophmore (Undergraduate),Mechanical Engineering and Nuclear Engineering,Single Major,No Minors,Decline to say,1 - 2 Club(s)/Student Organization(s),1 - 2 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),3,4,3,4,4,4,3,5
4/6/2020 14:34:00,Fall Admit - Freshmen,South Asian,No,No,Cisgender Man,Heterosexual,No,Junior (Undergraduate),Nuclear Engineering,Single Major,No Minors,Decline to say,3 - 4 Clubs/Student Organizations,7 - 8 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),2,4,3,4,5,5,5,4
4/6/2020 14:42:54,Fall Admit - Freshmen,"South-East Asian, Middle Eastern/North African",No,Yes,Cisgender Woman,Pansexual,Yes,Junior (Undergraduate),Civil and Environmental Engineering,Single Major,No Minors,"Working Class ($45,000 to $98,999)",1 - 2 Club(s)/Student Organization(s),2 - 3 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),2,3,2,3,2,4,4,5
4/6/2020 15:09:15,Fall Admit - Freshmen,East Asian,No,No,Cisgender Man,Heterosexual,No,Freshman (Undergraduate),Civil and Environmental Engineering,Single Major,No Minors,"Working Class ($45,000 to $98,999)",1 - 2 Club(s)/Student Organization(s),4 - 5 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),4,5,4,5,4,4,5,4
4/6/2020 15:14:07,Fall Admit - Freshmen,South-East Asian,Yes,No,Cisgender Woman,Heterosexual,Yes,Sophmore (Undergraduate),Civil and Environmental Engineering,Single Major,No Minors,"Upper Class (>$200,000)",3 - 4 Clubs/Student Organizations,More Than 8 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),3,4,3,4,5,5,5,4
4/6/2020 15:49:36,Fall Admit - Freshmen,East Asian,No,No,Cisgender Man,Heterosexual,No,Sophmore (Undergraduate),Civil and Environmental Engineering,Single Major,One Minor,Decline to say,1 - 2 Club(s)/Student Organization(s),3 - 4 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),4,5,4,5,4,4,3,5
